Tx1,Tx2,Tx3,w,S11_1,S11_2,S11_3,Freq_1,Freq_2,Freq_3
12.0,10.0,5.5,17.5,-1.9286549331065747e-15,-9.643274665532873e-16,-9.643274665532873e-16,2.614,2.644,2.662
12.0,10.0,5.5,18.0,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.608,2.638,2.65
12.0,10.0,5.5,18.5,-6.62691641587659,-13.674178721113329,-3.34600672844815,3.466,5.5,7.192
12.0,10.0,6.0,16.0,-8.11660994622158,-9.028730076843782,-3.533824883312897,3.34,5.266,7.144
12.0,10.0,6.0,16.5,-7.532420789276172,-9.812779343418338,-3.44475373288024,3.37,5.32,7.12
12.0,10.0,6.0,17.0,-6.681935814029351,-10.06632204482575,-3.0621142899416345,3.352,5.302,7.126
12.0,10.0,6.0,17.5,-1.9286549331065747e-15,-9.643274665532873e-16,-9.643274665532873e-16,2.56,2.584,2.596
12.0,10.0,6.0,18.0,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.554,2.584,2.596
12.0,10.0,6.0,18.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.704,2.716,2.752
12.0,10.5,3.0,16.0,-13.388918806299577,-9.434261374555934,-0.2123069236810794,3.508,6.106,8.5
12.0,10.5,3.0,16.5,-11.339576334147903,-9.881866333885018,-0.2158593948460882,3.484,6.058,8.5
12.0,10.5,3.0,17.0,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.656,2.686,2.704
12.0,10.5,3.0,17.5,-9.717416027922818,-11.023727052500536,-0.18667153731328,3.496,6.082000000000001,8.5
12.0,10.5,3.0,18.0,-9.214326241667006,-12.001769315800866,-0.1832178622069153,3.508,6.1,8.5
12.0,10.5,3.0,18.5,-8.687339571682589,-12.70603648500212,-0.1728274343861691,3.508,6.1,8.5
12.0,10.5,3.5,16.0,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.554,2.572,2.59
12.0,10.5,3.5,16.5,-1.9286549331065747e-15,-9.643274665532873e-16,-9.643274665532873e-16,2.548,2.572,2.59
12.0,10.5,3.5,17.0,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.536,2.566,2.59
12.0,10.5,3.5,17.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.542,2.596,2.62
12.0,10.5,3.5,18.0,-7.9748620116155315,-11.147999866032618,-0.1822345820315231,3.448,5.944,8.5
12.0,10.5,3.5,18.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.53,2.572,2.602
12.0,10.5,4.0,16.0,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.536,2.614,2.65
12.0,10.5,4.0,16.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.536,2.554,2.584
12.0,10.5,4.0,17.0,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.542,2.572,2.608
12.0,10.5,4.0,17.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.572,2.59,2.626
12.0,10.5,4.0,18.0,-10.411530046324913,-0.2086532326248697,-0.2086532326248697,5.74,8.5,8.5
12.0,10.5,4.0,18.5,-6.0382954636374695,-11.027977047170545,-0.1880684271281857,3.364,5.752000000000001,8.5
12.0,10.5,4.5,16.0,-8.194612287480474,-0.2210048141566386,-0.2210048141566386,5.632,8.5,8.5
12.0,10.5,4.5,16.5,-8.65699032785921,-0.208176474664982,-0.208176474664982,5.644,8.5,8.5
12.0,10.5,4.5,17.0,-9.150889096223754,-0.1975296230506349,-0.1975296230506349,5.656000000000001,8.5,8.5
12.0,10.5,4.5,17.5,-9.744934057050685,-0.1831427363778876,-0.1831427363778876,5.668,8.5,8.5
12.0,10.5,4.5,18.0,-10.354620099557147,-0.174848536339397,-0.174848536339397,5.68,8.5,8.5
12.0,10.5,4.5,18.5,-11.086122281757884,-0.1636796965226074,-0.1636796965226074,5.686,8.5,8.5
12.0,10.5,5.0,16.0,-9.643274665532873e-16,-9.643274665532873e-16,-1.9286549331065747e-15,2.578,2.59,2.614
12.0,10.5,5.0,16.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.572,2.614,2.668
12.0,10.5,5.0,17.0,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.53,2.542,2.554
12.0,10.5,5.0,17.5,-9.424345958764013,-0.2060873030898558,-0.2060873030898558,5.524,8.5,8.5
12.0,10.5,5.0,18.0,-10.005393018124938,-0.1959527521348071,-0.1959527521348071,5.53,8.5,8.5
12.0,10.5,5.0,18.5,-10.656363693770995,-0.1819444263061639,-0.1819444263061639,5.536,8.5,8.5
12.0,10.5,5.5,16.0,-7.576269096700107,-0.3725875525556189,-0.3725875525556189,5.302,8.5,8.5
12.0,10.5,5.5,16.5,-8.026084919089376,-0.3386777892225407,-0.3386777892225407,5.3260000000000005,8.5,8.5
12.0,10.5,5.5,17.0,-8.605972470815423,-0.2892543663920324,-0.2892543663920324,5.356,8.5,8.5
12.0,10.5,5.5,17.5,-9.137722618995324,-0.2771306010888774,-0.2771306010888774,5.368,8.5,8.5
12.0,10.5,5.5,18.0,-9.817566903626537,-0.2349104539176456,-0.2349104539176456,5.392,8.5,8.5
12.0,10.5,5.5,18.5,-10.458242154181423,-0.2230741312905374,-0.2230741312905374,5.398,8.5,8.5
12.0,10.5,6.0,16.0,-7.548442289657848,-0.5982718230607752,-0.5982718230607752,5.188000000000001,8.5,8.5
12.0,10.5,6.0,16.5,-7.997875130086686,-0.5479999986442908,-0.5479999986442908,5.206,8.5,8.5
12.0,10.5,6.0,17.0,-3.1696359947662134,-8.44029763890085,-0.5085380165088842,3.088,5.224,8.5
12.0,10.5,6.0,17.5,-3.360685506491444,-8.96648095797976,-0.4673503407106402,3.082,5.23,8.5
12.0,10.5,6.0,18.0,-2.8240862898583337,-9.530767190321008,-0.4368938792318234,3.088,5.242,8.5
12.0,10.5,6.0,18.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.596,2.65,2.674
12.5,7.5,3.0,16.0,-13.55022607799876,-4.35601897770508,-26.97364554428781,4.186,6.646,8.308
12.5,7.5,3.0,16.5,-14.61533483593705,-4.223513917402478,-23.72383637221491,4.198,6.64,8.302
12.5,7.5,3.0,17.0,-16.145219856950508,-4.128042696789432,-20.386207258961328,4.222,6.664,8.326
12.5,7.5,3.0,17.5,-17.180576616256165,-3.967710099377575,-18.969133797690617,4.222,6.64,8.29
12.5,7.5,3.0,18.0,-19.12882885002723,-3.9065683407263214,-16.83964392271691,4.234,6.652,8.302
12.5,7.5,3.0,18.5,-21.06012470158472,-3.7367474320702287,-15.481818748107353,4.246,6.652,8.308
12.5,7.5,3.5,16.0,-14.837660172131304,-7.928757289770722,-29.64387634826821,4.126,6.484,8.146
12.5,7.5,3.5,16.5,-15.659521374226388,-7.535716954674242,-26.5372088493936,4.138,6.478,8.11
12.5,7.5,3.5,17.0,-17.387334512475963,-7.290024954514806,-21.87998678245554,4.156000000000001,6.49,8.134
12.5,7.5,3.5,17.5,-18.950145494826028,-6.982264488428912,-19.23417255192149,4.156000000000001,6.484,8.122
12.5,7.5,3.5,18.0,-21.78893497053349,-6.715393980327569,-17.247335113886656,4.174,6.502,8.14
12.5,7.5,3.5,18.5,-24.46026302313229,-6.4604883632205325,-16.042856401322386,4.18,6.496,8.134
12.5,7.5,4.0,16.0,-16.930435445270962,-12.499372191724738,-25.845026358862555,4.09,6.352,8.032
12.5,7.5,4.0,16.5,-18.643081536364324,-11.894522842925165,-22.419070696008063,4.1080000000000005,6.3580000000000005,8.032
12.5,7.5,4.0,17.0,-20.262990090857244,-11.462074278849231,-19.343449631246504,4.114,6.346,8.014
12.5,7.5,4.0,17.5,-21.889852229589163,-11.023861228453406,-17.405465726316155,4.114,6.334,7.99
12.5,7.5,4.0,18.0,-24.887143970739928,-10.849105824630152,-15.919932307152024,4.12,6.322,7.996
12.5,7.5,4.0,18.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.56,2.608,2.62
12.5,7.5,4.5,16.0,-18.60305415144204,-20.731194060629843,-20.115355675130623,4.03,6.154,7.882
12.5,7.5,4.5,16.5,-21.82870950676953,-18.929025233508195,-18.03181492662668,4.0600000000000005,6.178,7.9
12.5,7.5,4.5,17.0,-24.81896557988783,-17.623965091215897,-16.485645200790913,4.072,6.184,7.9
12.5,7.5,4.5,17.5,-28.77156464832828,-16.31175928758734,-15.201698040482654,4.084,6.19,7.906
12.5,7.5,4.5,18.0,-49.62983098755639,-15.207720874501922,-13.892482098218714,4.09,6.196,7.912
12.5,7.5,4.5,18.5,-33.49068046455585,-14.44112487730041,-13.025554447541856,4.09,6.172000000000001,7.882
12.5,7.5,5.0,16.0,-23.21002447005174,-31.630378766023483,-14.768823511265872,4.0,5.968,7.786
12.5,7.5,5.0,16.5,-25.818263915103824,-33.04878187160129,-13.75518056963806,4.018,5.968,7.78
12.5,7.5,5.0,17.0,-31.492064485399773,-35.262874806954024,-12.626925034748531,4.03,5.98,7.792
12.5,7.5,5.0,17.5,-33.89224392584153,-26.69440727679893,-11.913245861175437,4.042,5.986000000000001,7.792
12.5,7.5,5.0,18.0,-26.98806540632221,-23.76384306683852,-11.163230541435135,4.054,5.998,7.798
12.5,7.5,5.0,18.5,-22.64792336716721,-21.08237858423684,-10.433457594469504,4.0600000000000005,5.998,7.798
12.5,7.5,5.5,16.0,-28.94099964520197,-19.32223078199629,-11.047601137527565,3.97,5.71,7.672
12.5,7.5,5.5,16.5,-30.697020153026333,-21.065895854975956,-10.331252633421895,3.994,5.728,7.678
12.5,7.5,5.5,17.0,-25.707098335182504,-22.828950967161145,-9.637819391141678,4.0,5.734,7.678
12.5,7.5,5.5,17.5,-0.014079742552607,-22.00513424955874,-26.10673798660841,2.542,4.0120000000000005,5.734
12.5,7.5,5.5,18.0,-19.626205509361952,-30.463625587443897,-8.486487261808213,4.018,5.746,7.684
12.5,7.5,5.5,18.5,-17.66799139599476,-33.99672811770878,-7.950684111442662,4.024,5.752000000000001,7.69
12.5,7.5,6.0,16.0,-7.885956817356607,-7.053459032463385,-0.1027503586820138,4.756,7.546,8.5
12.5,7.5,6.0,16.5,-8.429382945397514,-6.918878483221649,-0.101291397823016,4.756,7.558,8.5
12.5,7.5,6.0,17.0,-8.808258076228409,-6.284035833196604,-0.0895792707180505,4.7620000000000005,7.516,8.5
12.5,7.5,6.0,17.5,-9.355876997895496,-5.908934448078488,-0.0897503829520118,4.768000000000001,7.558,8.5
12.5,7.5,6.0,18.0,-9.950245497489435,-5.77453145915301,-0.0852978103708907,4.816,7.534,8.5
12.5,7.5,6.0,18.5,-10.521441544685132,-5.30374214083375,-0.081463019197518,4.8100000000000005,7.546,8.5
12.5,8.0,3.0,16.0,-15.151856665454552,-6.765469010242999,-25.034749677545676,4.072,6.508,8.116
12.5,8.0,3.0,16.5,-16.531329712992623,-6.556412120454809,-22.022779648847653,4.09,6.514,8.116
12.5,8.0,3.0,17.0,-18.126774999548964,-6.393246962328423,-19.73838925372331,4.102,6.514,8.116
12.5,8.0,3.0,17.5,-19.87601160932396,-6.369758173366826,-17.70860027456181,4.1080000000000005,6.508,8.104
12.5,8.0,3.0,18.0,-22.138262506579306,-6.014277384431913,-16.03726144301739,4.114,6.502,8.092
12.5,8.0,3.0,18.5,-24.005727482542003,-6.153698730801437,-15.119776541145702,4.102,6.484,8.062000000000001
12.5,8.0,3.5,16.0,-16.963244071661663,-11.122320191589214,-24.365802696857436,4.018,6.364,7.966
12.5,8.0,3.5,16.5,-18.82586327474172,-10.628258181960724,-21.5074466342594,4.036,6.37,7.972
12.5,8.0,3.5,17.0,-20.873674857379463,-10.18859979159772,-19.149903425994868,4.048,6.382,7.978
12.5,8.0,3.5,17.5,-24.25857057396734,-9.7362567462607,-17.278457941649346,4.0600000000000005,6.382,7.978
12.5,8.0,3.5,18.0,-28.009527623717783,-9.170981431635305,-15.910578594942162,4.072,6.388,7.99
12.5,8.0,3.5,18.5,-34.73111364204336,-8.710845754234427,-14.799048100535918,4.078,6.388,7.984
12.5,8.0,4.0,16.0,-19.450415773864155,-17.71715448918823,-21.295094901262477,3.964,6.214,7.846
12.5,8.0,4.0,16.5,-22.04555712611041,-16.73228327836934,-18.943272980870415,3.982,6.220000000000001,7.852
12.5,8.0,4.0,17.0,-25.645313377305428,-15.575442739974282,-17.281451210455263,3.994,6.226,7.852
12.5,8.0,4.0,17.5,-32.791209341133495,-14.69159897187657,-15.622353732848635,4.006,6.238,7.858
12.5,8.0,4.0,18.0,-42.57450650953161,-14.188101769666895,-14.72227765296268,4.0,6.214,7.84
12.5,8.0,4.0,18.5,-27.388244845210977,-12.804047127452012,-13.48900128374434,4.024,6.244,7.858
12.5,8.0,4.5,16.0,-22.16461609173424,-35.39779259600416,-16.7588100738815,3.91,6.046,7.732
12.5,8.0,4.5,16.5,-26.807315651277086,-29.49760011224369,-15.788456465207464,3.934,6.058,7.738
12.5,8.0,4.5,17.0,-33.80784155561876,-25.47270435257261,-14.390083314409235,3.946,6.07,7.744
12.5,8.0,4.5,17.5,-32.74262994893562,-23.29458822453763,-13.339278975318823,3.958,6.07,7.75
12.5,8.0,4.5,18.0,-28.897376989110658,-20.32105580989535,-12.626581028319206,3.964,6.07,7.744
12.5,8.0,4.5,18.5,-23.977493691832294,-18.71696759106605,-11.559763558952378,3.97,6.0760000000000005,7.75
12.5,8.0,5.0,16.0,-24.122513289689312,-19.712441116449806,-13.43443066917449,3.844,5.806,7.594
12.5,8.0,5.0,16.5,-27.766169231970284,-22.1168634364004,-12.662149817918388,3.856,5.806,7.582
12.5,8.0,5.0,17.0,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.782,2.806,2.83
12.5,8.0,5.0,17.5,-30.401508373077878,-26.999151284897657,-10.580183744317864,3.85,5.83,7.594
12.5,8.0,5.0,18.0,-23.763687545720877,-33.2866273583248,-10.140704931765685,3.892,5.848,7.594
12.5,8.0,5.0,18.5,-21.231101439825245,-36.63497235252721,-9.619346351229586,3.892,5.8420000000000005,7.588
12.5,8.0,5.5,16.0,-28.23179368400544,-16.216027924393927,-10.354517972096335,3.82,5.662,7.528
12.5,8.0,5.5,16.5,-27.153805485340406,-17.30015884780618,-9.59533397603037,3.832,5.662,7.528
12.5,8.0,5.5,17.0,-22.18760300973492,-18.452330058679674,-8.985096804484863,3.832,5.656000000000001,7.522
12.5,8.0,5.5,17.5,-20.514655097331705,-20.210436362635512,-8.41678203737976,3.844,5.662,7.522
12.5,8.0,5.5,18.0,-18.05049278590046,-21.982811352522265,-7.97366057111712,3.844,5.674,7.522
12.5,8.0,5.5,18.5,-16.248939545484443,-24.97436886940907,-7.566485017475145,3.85,5.674,7.516
12.5,8.0,6.0,16.0,-20.815244605118583,-13.69009491458225,-7.779822757717966,3.79,5.434,7.438
12.5,8.0,6.0,16.5,-17.904928592937594,-14.407206341582231,-7.227896298671784,3.802,5.446,7.438
12.5,8.0,6.0,17.0,-18.26610123626113,-14.929757335873733,-6.499277745591559,3.76,5.356,7.402
12.5,8.0,6.0,17.5,-16.55951881563917,-15.77536562433878,-6.181063554907724,3.766,5.343999999999999,7.408
12.5,8.0,6.0,18.0,-13.558085599665738,-17.96498389155679,-5.987142193964927,3.826,5.470000000000001,7.45
12.5,8.0,6.0,18.5,-14.003211139873766,-18.68214821125984,-5.475670131499316,3.79,5.3740000000000006,7.384
12.5,8.5,3.0,16.0,-17.158678553433354,-9.85439442813022,-20.838958061314187,3.952,6.37,7.894
12.5,8.5,3.0,16.5,-18.849654426403703,-9.502165032987955,-18.961245831880436,3.97,6.37,7.894
12.5,8.5,3.0,17.0,-21.36486790959969,-9.103746134205862,-17.023211928800027,3.982,6.376,7.894
12.5,8.5,3.0,17.5,-24.213151264647376,-8.743077524552037,-15.676963326648591,3.994,6.376,7.894
12.5,8.5,3.0,18.0,-29.45305035042284,-8.242842640742351,-14.396692202610868,4.006,6.388,7.906
12.5,8.5,3.0,18.5,-39.50443304679124,-7.858434762026595,-13.495762130250563,4.0120000000000005,6.388,7.9
12.5,8.5,3.5,16.0,-17.874034662284313,-18.294331865569493,-18.459827776365778,3.868,6.166,7.696
12.5,8.5,3.5,16.5,-18.930582858134027,-16.681300135190824,-16.701491338857277,3.88,6.154,7.702
12.5,8.5,3.5,17.0,-21.36347982684665,-15.372706549265802,-15.201993342479794,3.88,6.154,7.684
12.5,8.5,3.5,17.5,-29.115934412901588,-13.857026425998322,-15.66883150591533,3.916,6.19,7.72
12.5,8.5,3.5,18.0,-32.72390848036118,-12.369685921344738,-13.70322457574958,3.952,6.25,7.78
12.5,8.5,3.5,18.5,-32.33530315373277,-12.130104773192684,-12.948465391599829,3.94,6.232,7.756
12.5,8.5,4.0,16.0,-22.838036461820067,-27.89498765319214,-16.907699902090865,3.844,6.0760000000000005,7.66
12.5,8.5,4.0,16.5,-25.606582919526844,-25.08763715729845,-15.59045404956722,3.868,6.082000000000001,7.66
12.5,8.5,4.0,17.0,-33.97920476695317,-22.3893823743537,-14.379479121748044,3.88,6.093999999999999,7.672
12.5,8.5,4.0,17.5,-29.308115766238632,-20.64621500927857,-13.199549413613456,3.886,6.088,7.666
12.5,8.5,4.0,18.0,-27.250632533404566,-18.776332030026357,-12.442978198759144,3.892,6.093999999999999,7.672
12.5,8.5,4.0,18.5,-23.108087627286828,-17.355696023076764,-11.53797033706608,3.898,6.088,7.654
12.5,8.5,4.5,16.0,-29.6180363126398,-23.83896821307965,-14.489122781638226,3.802,5.932,7.57
12.5,8.5,4.5,16.5,-33.09375881565087,-26.56976280615453,-13.303634525595454,3.814,5.944,7.576
12.5,8.5,4.5,17.0,-26.583400830073305,-31.776170269742387,-12.327104514823477,3.826,5.95,7.576
12.5,8.5,4.5,17.5,-23.23434688843688,-37.57881563242882,-11.477826342958489,3.832,5.956,7.582
12.5,8.5,4.5,18.0,-21.2916623773218,-32.795219562319986,-10.790570283381026,3.844,5.956,7.582
12.5,8.5,4.5,18.5,-19.00849177823789,-26.27201219044096,-10.220742276115477,3.85,5.956,7.576
12.5,8.5,5.0,16.0,-33.41824046590668,-0.167684916702632,-15.332895990856125,3.718,4.96,5.716
12.5,8.5,5.0,16.5,-26.233670562052662,-17.291624117893935,-10.59619811728222,3.748,5.746,7.462
12.5,8.5,5.0,17.0,-23.936226906876577,-19.379580464686303,-10.048071496041064,3.76,5.758,7.474
12.5,8.5,5.0,17.5,-22.20338064945452,-20.91444460948496,-9.603529762197866,3.748,5.746,7.45
12.5,8.5,5.0,18.0,-19.48679874892292,-22.10969111277338,-9.07402325632656,3.766,5.758,7.438
12.5,8.5,5.0,18.5,-17.31709134299515,-25.896300409064832,-8.638267567260714,3.772,5.752000000000001,7.444
12.5,8.5,5.5,16.0,-23.761997865671525,-14.149788465245468,-9.250861971320056,3.7,5.59,7.39
12.5,8.5,5.5,16.5,-20.418429522925685,-15.158339595892237,-8.786812824622675,3.718,5.6080000000000005,7.39
12.5,8.5,5.5,17.0,-17.558893431592793,-16.207679698796863,-8.17685430735699,3.73,5.614,7.402
12.5,8.5,5.5,17.5,-16.208176876937035,-17.652490014384814,-7.707098998588963,3.736,5.62,7.402
12.5,8.5,5.5,18.0,-14.53743014231238,-19.10543058573657,-7.277754245685594,3.742,5.632,7.408
12.5,8.5,5.5,18.5,-13.55316411782334,-21.028880040177903,-6.8407693065061626,3.748,5.638,7.408
12.5,8.5,6.0,16.0,-17.802593450889105,-12.495150650593958,-7.139859939319501,3.658,5.398,7.306
12.5,8.5,6.0,16.5,-16.033020605054368,-13.253085925229328,-6.707092306993729,3.67,5.416,7.312
12.5,8.5,6.0,17.0,-14.439898641249917,-14.114179549248576,-6.3007866063857065,3.682,5.428,7.324
12.5,8.5,6.0,17.5,-14.692125781672743,-14.621037573840468,-5.853725467163725,3.64,5.362,7.27
12.5,8.5,6.0,18.0,-12.28470310490736,-15.980017632660424,-5.502916376024063,3.688,5.428,7.312
12.5,8.5,6.0,18.5,-11.280156245636938,-17.59587358280158,-5.277887539561371,3.7,5.446,7.33
12.5,9.0,3.0,16.0,-18.59942643112744,-17.56809101151507,-16.184730061567294,3.814,6.136,7.57
12.5,9.0,3.0,16.5,-20.337979956526336,-16.271601567344046,-14.764721170071004,3.814,6.1240000000000006,7.57
12.5,9.0,3.0,17.0,-23.04409952650387,-14.406260861617106,-14.137418559540455,3.814,6.118,7.564
12.5,9.0,3.0,17.5,-25.29949237621561,-14.42046951706072,-12.509643239502685,3.814,6.13,7.582
12.5,9.0,3.0,18.0,-34.51913191758355,-13.223020369491644,-12.207454667490028,3.85,6.148,7.594
12.5,9.0,3.0,18.5,-36.25402101126642,-12.086402279648452,-11.99431560084711,3.856,6.136,7.582
12.5,9.0,3.5,16.0,-22.93955749126846,-24.69931717389104,-15.101206012365648,3.784,6.0760000000000005,7.558
12.5,9.0,3.5,16.5,-26.006711301236663,-23.45879535815205,-14.057380670800333,3.79,6.07,7.546
12.5,9.0,3.5,17.0,-29.86827459738034,-21.314641239516487,-13.149074828703329,3.808,6.082000000000001,7.546
12.5,9.0,3.5,17.5,-29.420239764924546,-0.0755290776946722,-19.12981587734409,3.814,4.816,6.0760000000000005
12.5,9.0,3.5,18.0,-27.42677439001456,-17.97531260657535,-11.688416245019864,3.82,6.07,7.534
12.5,9.0,3.5,18.5,-22.618838351441287,-16.483914541837237,-10.892168738483893,3.832,6.0760000000000005,7.54
12.5,9.0,4.0,16.0,-28.80647689930526,-25.98997397211008,-13.522002939656655,3.73,5.944,7.48
12.5,9.0,4.0,16.5,-42.08179020920774,-30.71494880759129,-12.697138007214487,3.748,5.95,7.474
12.5,9.0,4.0,17.0,-28.9367452427442,-38.13901571711349,-11.933548122948816,3.766,5.962,7.486
12.5,9.0,4.0,17.5,-23.307508032950587,-35.92266360277862,-11.061908515716114,3.772,5.962,7.48
12.5,9.0,4.0,18.0,-20.870187603469887,-26.606787985966815,-10.36686064590784,3.784,5.98,7.498
12.5,9.0,4.0,18.5,-18.23372027087757,-23.505276486791452,-9.824838086705189,3.784,5.974,7.492
12.5,9.0,4.5,16.0,-32.46128934706165,-16.2877493366626,-11.619400941866951,3.652,5.752000000000001,7.354
12.5,9.0,4.5,16.5,-26.469253650522862,-17.9084401067417,-11.142875314889764,3.682,5.788,7.384
12.5,9.0,4.5,17.0,-26.856891032990557,-18.8676026027389,-10.118725830669137,3.67,5.764,7.342
12.5,9.0,4.5,17.5,-19.447310194120192,-21.339472465331227,-9.462809211299994,3.7,5.782,7.384
12.5,9.0,4.5,18.0,-17.521658564300274,-24.05219746417344,-8.919838977456946,3.706,5.7940000000000005,7.384
12.5,9.0,4.5,18.5,-16.524861166419747,-26.27078119714563,-8.414557997231155,3.7,5.7940000000000005,7.366
12.5,9.0,5.0,16.0,-23.86093507648113,-14.798678930425549,-9.988124241552846,3.634,5.656000000000001,7.318
12.5,9.0,5.0,16.5,-20.365210844968367,-15.570063514219145,-9.337095344908867,3.646,5.662,7.318
12.5,9.0,5.0,17.0,-18.401707334236505,-16.65878347381359,-8.752237414099358,3.664,5.674,7.33
12.5,9.0,5.0,17.5,-16.723000806092966,-17.749625921117534,-8.20813084332973,3.658,5.668,7.312
12.5,9.0,5.0,18.0,-14.89204865674044,-19.35257187993697,-7.845404880110825,3.67,5.662,7.312
12.5,9.0,5.0,18.5,-14.257902176576934,-21.140142446687783,-7.4015756542865905,3.664,5.662,7.3
12.5,9.0,5.5,16.0,-18.570643772618777,-12.716920926163658,-8.066672817045964,3.5860000000000003,5.5,7.24
12.5,9.0,5.5,16.5,-16.673450501309876,-13.561010736677297,-7.66678550049416,3.598,5.506,7.24
12.5,9.0,5.5,17.0,-15.041056536910997,-14.537978360815355,-7.145734200678671,3.616,5.53,7.258
12.5,9.0,5.5,17.5,-13.807822417153911,-15.56914308703531,-6.701165853612844,3.622,5.536,7.264
12.5,9.0,5.5,18.0,-12.611145802950032,-16.784074250315683,-6.338233937978912,3.628,5.542,7.258
12.5,9.0,5.5,18.5,-11.879851802496235,-18.30053811048416,-6.028791075076072,3.628,5.542,7.258
12.5,9.0,6.0,16.0,-15.803570988135116,-11.109580927583927,-6.516917447030193,3.514,5.302,7.162
12.5,9.0,6.0,16.5,-14.077724259550282,-11.685980365426186,-5.7846543037018,3.55,5.343999999999999,7.198
12.5,9.0,6.0,17.0,-12.947290350268224,-12.494526295061036,-5.575561808876401,3.556,5.338,7.186
12.5,9.0,6.0,17.5,-11.972222506022486,-13.31541076077065,-5.314615280353404,3.5620000000000003,5.343999999999999,7.192
12.5,9.0,6.0,18.0,-11.207107395868494,-14.279386949315004,-5.021046652056222,3.574,5.3740000000000006,7.198
12.5,9.0,6.0,18.5,-10.46664043174162,-15.242591121807532,-4.6235368137715325,3.574,5.3740000000000006,7.186
12.5,9.5,3.0,16.0,-23.937707026173488,-22.30735145761971,-14.080705646362643,3.712,6.052,7.426
12.5,9.5,3.0,16.5,-29.59178957193132,-20.34832962385972,-13.154745461530483,3.724,6.064,7.426
12.5,9.5,3.0,17.0,-39.06905481521426,-18.46610260327308,-12.374250693078505,3.742,6.0760000000000005,7.426
12.5,9.5,3.0,17.5,-27.454118683323347,-17.23067404201604,-11.384225194075928,3.754,6.082000000000001,7.438
12.5,9.5,3.0,18.0,-26.04594750071245,-16.493359546147907,-10.839152720305574,3.76,6.0760000000000005,7.432
12.5,9.5,3.0,18.5,-23.21856016530985,-16.586894064488508,-9.865497302894756,3.748,6.0280000000000005,7.39
12.5,9.5,3.5,16.0,-31.041638550232044,-31.022247887283104,-12.557329233440717,3.67,5.95,7.372
12.5,9.5,3.5,16.5,-35.2389736473135,-36.26618552315374,-11.724702864831931,3.688,5.962,7.378
12.5,9.5,3.5,17.0,-25.35725676169077,-30.9437132476202,-10.869521033856907,3.7,5.974,7.384
12.5,9.5,3.5,17.5,-22.223012058717867,-25.90655504189405,-10.331604833550758,3.712,5.98,7.39
12.5,9.5,3.5,18.0,-19.68762087921244,-23.07213931518725,-9.68086040994024,3.718,5.98,7.39
12.5,9.5,3.5,18.5,-17.961645003529046,-20.749710244558813,-9.104124776057722,3.724,5.98,7.39
12.5,9.5,4.0,16.0,-29.15724180751476,-17.10162258924725,-10.897305204845509,3.5860000000000003,5.77,7.258
12.5,9.5,4.0,16.5,-24.867335153057255,-19.488620785472325,-10.492211435493326,3.622,5.812,7.27
12.5,9.5,4.0,17.0,-0.1890317219156651,-21.512931905749184,-22.080432518157373,3.178,3.634,5.818
12.5,9.5,4.0,17.5,-18.971823936611734,-23.946671640677373,-9.343155692493069,3.646,5.818,7.282
12.5,9.5,4.0,18.0,-16.767319491330838,-26.908889296158737,-8.613396200381787,3.646,5.812,7.282
12.5,9.5,4.0,18.5,-15.39685491047626,-32.78952513515387,-7.9251061543413135,3.652,5.818,7.282
12.5,9.5,4.5,16.0,-22.49010667239244,-14.917849954110665,-9.431552280600725,3.568,5.668,7.222
12.5,9.5,4.5,16.5,-19.482287923472533,-15.732933958939256,-9.075138321461637,3.574,5.668,7.21
12.5,9.5,4.5,17.0,-17.618384277338944,-17.177698721792922,-8.645704985220883,3.5860000000000003,5.674,7.21
12.5,9.5,4.5,17.5,-15.65740809978217,-18.37929116656618,-8.23419899237474,3.598,5.686,7.222
12.5,9.5,4.5,18.0,-14.716544236276814,-19.483461087949976,-7.543076737053336,3.598,5.68,7.222
12.5,9.5,4.5,18.5,-13.598017605304785,-0.0967939504051579,-22.015700516760205,3.598,4.774,5.692
12.5,9.5,5.0,16.0,-18.28193665110533,-13.110153831354747,-8.201571943586606,3.52,5.548,7.162
