Tx1,Tx2,Tx3,w,S11_1,S11_2,S11_3,Freq_1,Freq_2,Freq_3,Absorption_1,Absorption_2,Absorption_3
12.0,8.0,3.5,17.0,-22.9242026888181,-14.752888007060944,-16.59835331630939,4.15,6.5440000000000005,8.146,0.9948998877924049,0.9665257234860851,0.978114087006577
12.0,8.0,3.5,17.5,-27.186352255548808,-14.046512222705235,-15.255509892137049,4.138,6.526,8.134,0.9980885419356008,0.9606133741311579,0.9701840253304886
12.0,8.0,3.5,18.0,-31.084045252472023,-13.188920822476444,-13.89612923342508,4.15,6.538,8.134,0.9992208959270119,0.9520147327678521,0.9592256471693553
12.0,8.0,3.5,18.5,-36.68250429372912,-12.250118290932503,-12.945745075034882,4.168,6.55,8.152000000000001,0.9997853407682952,0.9404354080593966,0.9492512332956499
12.0,8.0,4.0,16.0,-22.521662677702945,-33.06349198943286,-17.34510790357117,4.084,6.4,8.056000000000001,0.9944045665827286,0.9995060866088569,0.9815715329844301
12.0,8.0,4.0,16.5,-25.70656019027861,-28.149718263336915,-15.924766701796331,4.096,6.394,8.05,0.9973125277969391,0.998468813209986,0.9744422080898534
12.0,8.0,4.0,17.0,-31.075455568934103,-24.401261258478,-14.483595264323476,4.102,6.394,8.05,0.9992193534529056,0.9963702737341389,0.9643843829044905
12.0,8.0,4.0,17.5,-41.176159790663576,-22.611206560916955,-13.692855439244918,4.102,6.394,8.032,0.9999237246830547,0.9945187533673165,0.9572718139425745
12.0,8.0,4.0,18.0,-27.443876193246567,-20.75394973150264,-12.297443305342671,4.102,6.388,8.032,0.9981985907822842,0.9915936972512088,0.9410809589914639
12.0,8.0,4.0,18.5,-25.730751844145114,-19.98350271739162,-11.484670078904422,4.1080000000000005,6.3580000000000005,7.99,0.9973274562981762,0.9899619413632311,0.9289550861258056
12.0,8.0,4.5,16.0,-26.996469759026343,-21.693319432532785,-14.25737268284688,4.024,6.226,7.948,0.9980031151407278,0.9932287623459997,0.9624800084657965
12.0,8.0,4.5,16.5,-52.24069202759515,-24.243097821299827,-12.92879383364346,4.042,6.232,7.954,0.9999940305984057,0.9962356480791839,0.9490527652800567
12.0,8.0,4.5,17.0,-31.89767061075516,-26.73362258909617,-11.982691250852984,4.048,6.220000000000001,7.948,0.9993539993738798,0.9978785258656292,0.9366522965606726
12.0,8.0,4.5,17.5,-24.86891361026716,-31.52946619534749,-11.261505952550388,4.0600000000000005,6.244,7.96,0.9967408178059519,0.9992968412580323,0.9252089888564519
12.0,8.0,4.5,18.0,-20.94233896840794,-38.025528289732,-10.573003687755978,4.066,6.244,7.96,0.9919505519257605,0.9998424395650478,0.9123605524549586
12.0,8.0,4.5,18.5,-19.07337955720025,-29.4284250577522,-9.908638649975854,4.066,6.244,7.96,0.9876216703506274,0.9988593366328746,0.8978740439960406
12.0,8.0,5.0,16.0,-38.56894498634363,-16.078448375208524,-11.213517559128764,3.976,6.0280000000000005,7.852,0.9998609709672316,0.9753307945161845,0.9243779852029069
12.0,8.0,5.0,16.5,-25.020360210886988,-17.427923840868058,-10.409380008637868,3.988,6.04,7.864,0.9968525127544222,0.9819196174188805,0.9089956820435365
12.0,8.0,5.0,17.0,-22.27827679597536,-18.92348597296043,-9.664961196873856,4.0,6.046,7.87,0.9940820359801273,0.9871869829898006,0.8919800727850797
12.0,8.0,5.0,17.5,-19.305764834967444,-20.851841549467288,-9.140581823347716,4.006,6.046,7.87,0.9882666097215909,0.9917810593369545,0.8781173697900863
12.0,8.0,5.0,18.0,-17.497856052475466,-23.613906343797755,-8.529074319309867,4.0120000000000005,6.058,7.87,0.9822084250398355,0.9956487967957887,0.8596887259642471
12.0,8.0,5.0,18.5,-16.00037187840775,-26.677603578747192,-8.089509412738225,4.0120000000000005,6.058,7.864,0.9748832864751475,0.9978509840337325,0.8447437619563909
12.0,8.0,5.5,16.0,-26.297353859364435,-12.673264021562424,-8.200779503745334,3.88,5.752000000000001,7.708,0.9976543424192799,0.9459651938413386,0.8486710392313432
12.0,8.0,5.5,16.5,-23.389965231241057,-13.744858164071523,-7.712269582100078,3.868,5.746,7.702,0.9954185444547727,0.9577803932702444,0.8306547413223011
12.0,8.0,5.5,17.0,-18.53974228118848,-14.21073190557026,-7.366210665156101,3.904,5.764,7.708,0.9860032962072302,0.9620748934640713,0.816608613689383
12.0,8.0,5.5,17.5,-15.728913693732531,-16.80247033124704,-7.071221062244888,3.958,5.8420000000000005,7.78,0.9732632490524475,0.9791189195375467,0.8037191663889488
12.0,8.0,5.5,18.0,-14.449710376095272,-18.219853287478628,-6.6590059795824175,3.964,5.848,7.78,0.9641054128638592,0.9849334203704524,0.7841761666203058
12.0,8.0,5.5,18.5,-13.212250856908284,-20.10528447077791,-6.197558369706687,3.964,5.854,7.786,0.9522718155591661,0.9902395115263694,0.759981806317926
12.0,8.0,6.0,16.0,-16.239088706622503,-11.87412064967777,-6.203710791210032,3.874,5.566000000000001,7.672,0.976226609213877,0.9350486869686054,0.7603215867375546
12.0,8.0,6.0,16.5,-0.0609267590334926,-14.64794494878845,-12.642681494439458,3.25,3.892,5.584,0.013930958190232379,0.9657069979745657,0.9455833439425739
12.0,8.0,6.0,17.0,-13.226055142503562,-13.390297240716908,-5.457411020494187,3.892,5.59,7.684,0.9524232813327707,0.9541889468453091,0.7153842705449118
12.0,8.0,6.0,17.5,-12.305240433403249,-14.44515277640776,-5.159565595464025,3.904,5.602,7.69,0.9411866446912184,0.9640677243747263,0.6951800128388985
12.0,8.0,6.0,18.0,-11.317755519570849,-15.506566488240251,-4.861301994616221,3.91,5.602,7.69,0.9261714314494459,0.9718587521501381,0.6735100626627286
12.0,8.0,6.0,18.5,-10.466760109856374,-16.858497322902387,-4.577262573995148,3.91,5.614,7.69,0.9101901462815756,0.9793865697678675,0.6514430532980282
12.0,8.5,3.0,16.0,-19.176228826802834,-14.352173735830211,-18.32218675004652,4.066,6.5680000000000005,8.068000000000001,0.9879113691063708,0.9632901486070998,0.9852842864652163
12.0,8.5,3.0,16.5,-21.675560305942675,-13.430936097798376,-16.72211110783123,4.084,6.5680000000000005,8.074,0.9932010167788091,0.9546156217416972,0.9787289519216916
12.0,8.5,3.0,17.0,-24.57309551564028,-12.72676954437054,-15.49731422024643,4.09,6.574,8.074,0.9965110845218355,0.9466268241155233,0.9717987357504433
12.0,8.5,3.0,17.5,-28.134401839875736,-12.045208694258411,-14.176387549487636,4.096,6.574,8.074,0.9984634035835767,0.9375576656248054,0.9617737896714041
12.0,8.5,3.0,18.0,-44.00921992332747,-11.396471689890708,-13.08869934434427,4.102,6.556,8.062000000000001,0.9999602737100858,0.9274975252040177,0.9508945081286815
12.0,8.5,3.0,18.5,-29.66396395438405,-10.776899069535864,-12.37243663028493,4.1080000000000005,6.562,8.056000000000001,0.9989195526601585,0.9163800135102942,0.9420896303677636
12.0,8.5,3.5,16.0,-22.939093571362715,-26.095711959689154,-16.4054607416159,4.0120000000000005,6.412,7.954,0.994917344869363,0.997542866211483,0.9771201103331306
12.0,8.5,3.5,16.5,-27.7120349863387,-22.76481123087597,-15.149956580002756,4.024,6.412,7.954,0.9983064559343888,0.9947092300658985,0.9694504834406867
12.0,8.5,3.5,17.0,-35.571854154954856,-20.58546493688048,-13.866278672957886,4.036,6.424,7.954,0.999722786366993,0.9912611656659644,0.9589444255931786
12.0,8.5,3.5,17.5,-37.558621168778,-20.00980737155095,-12.842939668813012,4.03,6.406000000000001,7.942,0.9998245562574405,0.9900225568286867,0.9480355861214305
12.0,8.5,3.5,18.0,-26.615947428452564,-17.20692877317542,-11.80504516684566,4.054,6.43,7.966,0.9978202571731323,0.9809757684745839,0.9340073629039743
12.0,8.5,3.5,18.5,-24.32611212731828,-17.136459709396725,-11.25657017462718,4.042,6.382,7.918,0.9963069193897003,0.9806645613502344,0.9251239401883338
12.0,8.5,4.0,16.0,-27.644739279255013,-24.38261028811269,-13.9750875587937,3.952,6.256,7.858,0.9982800094053732,0.9963546521929898,0.9599602604225713
12.0,8.5,4.0,16.5,-33.6777098569684,-27.65624666846502,-12.88226959884409,3.97,6.2620000000000005,7.864,0.999571225435694,0.9982845607877198,0.948504054070311
12.0,8.5,4.0,17.0,-27.576010887256253,-33.74247653561791,-12.06151636112364,3.976,6.268000000000001,7.864,0.9982525735253326,0.9995775723410137,0.9377916956191533
12.0,8.5,4.0,17.5,-24.27660229076246,-36.335937787551565,-11.224032468606277,3.988,6.274,7.87,0.9962645771513875,0.9997675089594522,0.9245608557783934
12.0,8.5,4.0,18.0,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.728,2.746,2.764,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
12.0,8.5,4.0,18.5,-18.8260623662451,-27.50567991391597,-9.908432087943584,3.982,6.256,7.846,0.9868963053793669,0.998224044789858,0.8978691864978264
12.0,8.5,4.5,16.0,-35.68528782525975,-16.14501627607003,-11.684893466024231,3.892,6.064,7.756,0.9997299331882267,0.9757060366265409,0.9321561237362539
12.0,8.5,4.5,16.5,-25.4948944010864,-17.822565724186216,-11.085765785562211,3.904,6.0760000000000005,7.756,0.9971783018080151,0.9834901385924759,0.922120452150323
12.0,8.5,4.5,17.0,-21.810258959971527,-20.32722911719106,-10.193600837207171,3.916,6.106,7.78,0.9934086540863154,0.9907257865258196,0.904359923179671
12.0,8.5,4.5,17.5,-20.676144258875432,-21.192719646827065,-9.750960514514231,3.916,6.0760000000000005,7.75,0.9914417380708758,0.9924014970691667,0.8940980520505615
12.0,8.5,4.5,18.0,-18.40734618613845,-22.787980910863823,-9.027896551456996,3.916,6.058,7.732,0.9855700315552293,0.9947373812477436,0.8749135276499034
12.0,8.5,4.5,18.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.806,2.83,2.848,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
12.0,8.5,5.0,16.0,-22.964442412376627,-13.967603048916269,-9.673089738543164,3.856,5.926,7.702,0.9949469248314854,0.9598911975595923,0.8921820609119147
12.0,8.5,5.0,16.5,-20.204444597328024,-14.954040523242451,-9.02554931932379,3.862,5.932,7.702,0.9904598425952003,0.968040796458864,0.8748459038700092
12.0,8.5,5.0,17.0,-17.8273813170062,-16.088350021313843,-8.430752238716934,3.874,5.944,7.714,0.9835084350965684,0.9753869747138751,0.8564759185328255
12.0,8.5,5.0,17.5,-16.177441239293845,-17.488681539073404,-7.997055106818252,3.88,5.95,7.708,0.9758867429349026,0.9821708004365605,0.8414031748071272
12.0,8.5,5.0,18.0,-14.861112464743272,-19.16792651314713,-7.419312488451114,3.886,5.956,7.714,0.967349581404821,0.9878882374290968,0.8188373139792978
12.0,8.5,5.0,18.5,-13.587019809020047,-21.377653449497046,-7.038354376074327,3.898,5.962,7.714,0.9562177557866433,0.9927182686016038,0.802228110675894
12.0,8.5,5.5,16.0,-18.22704152276197,-12.162912103912433,-7.485355367851789,3.802,5.74,7.624,0.9849583372287081,0.9392272638877605,0.8215714019259701
12.0,8.5,5.5,16.5,-18.142519376194645,-12.527109944667616,-6.988479249295942,3.766,5.692,7.6,0.9846627300232448,0.9441158042097845,0.7999437724533596
12.0,8.5,5.5,17.0,-15.726488198612934,-13.20192992863661,-6.800541468570178,3.778,5.71,7.552,0.9732483126500663,0.9521582555258087,0.7910964341639968
12.0,8.5,5.5,17.5,-14.473634641093756,-14.040337352904578,-6.298448385565582,3.796,5.722,7.576,0.9643026040917109,0.9605573337537676,0.7654933506731837
12.0,8.5,5.5,18.0,-13.43354095687193,-15.239899658439606,-5.770826590546231,3.796,5.728,7.576,0.954642834719964,0.9700766622782048,0.7352003901150566
12.0,8.5,5.5,18.5,-12.19047283291191,-16.191341970365713,-5.520786147408195,3.808,5.734,7.576,0.9396117121227453,0.975963800335552,0.7195074147634346
12.0,8.5,6.0,16.0,-14.443595450425844,-11.11303311536208,-5.633505903510629,3.748,5.542,7.54,0.9640548371972647,0.9226078897965524,0.726693846697011
12.0,8.5,6.0,16.5,-12.999807155301893,-11.82689394603888,-5.33339725793578,3.754,5.554,7.546,0.9498790511094183,0.9343385293799894,0.7071398542314755
12.0,8.5,6.0,17.0,-12.02817575619198,-12.606273148115593,-5.005279689813891,3.766,5.566000000000001,7.546,0.9373122872352562,0.9451252335101556,0.6841564364412256
12.0,8.5,6.0,17.5,-11.05272786973218,-13.443795620524604,-4.704574787283764,3.772,5.572,7.558,0.9215257428975235,0.95474980678533,0.6615125888441609
12.0,8.5,6.0,18.0,-10.23053177335242,-14.47564613991439,-4.428457031447065,3.778,5.577999999999999,7.558,0.9051697659010285,0.9643191340377484,0.6392932272473918
12.0,8.5,6.0,18.5,-9.607783761031635,-15.703442689532302,-4.252170057049748,3.778,5.577999999999999,7.552,0.8905485236707529,0.9731059795331172,0.6243503450181653
12.0,9.0,3.0,16.0,-23.013302736757705,-21.428644077004005,-14.559385026937823,3.94,6.418,7.84,0.9950034558835048,0.9928032636574237,0.9650005276254348
12.0,9.0,3.0,16.5,-29.238380088192528,-19.32468691937743,-13.52136854282919,3.958,6.424,7.852,0.9988083135776389,0.9883176205551126,0.9555508822053966
12.0,9.0,3.0,17.0,-36.41710156344863,-17.668687411935867,-12.62255652737299,3.97,6.43,7.852,0.999771813554328,0.9828946778105543,0.9453305949958016
12.0,9.0,3.0,17.5,-32.52942260437949,-16.161476489635888,-11.806342906682628,3.976,6.43,7.858,0.9994414555515725,0.9757979390102698,0.9340270795901107
12.0,9.0,3.0,18.0,-24.36675133852192,-15.04034128934432,-10.988787582595192,3.988,6.442,7.858,0.9963413162949218,0.9686696049456549,0.9203618355207738
12.0,9.0,3.0,18.5,-21.54064930805636,-13.965551370630712,-10.311312736297609,3.994,6.442,7.858,0.9929864956741403,0.9598722450278023,0.9069173526770344
12.0,9.0,3.5,16.0,-25.91092237472667,-23.37583201699175,-12.386606977582552,3.856,6.214,7.684,0.9974360605626401,0.9954036107706626,0.9422782748884593
12.0,9.0,3.5,16.5,-35.24250227045012,-26.312350041268257,-11.894464585327704,3.868,6.184,7.684,0.9997009458917129,0.997662428003576,0.9353522310697133
12.0,9.0,3.5,17.0,-30.56794033772709,-30.257654460442808,-10.692471919129169,3.886,6.238,7.702,0.9991225831583963,0.9990576015699345,0.9147385315696664
12.0,9.0,3.5,17.5,-26.204048322206354,-37.754638862343135,-10.19586770211755,3.892,6.214,7.696,0.9976034021367236,0.9998322988218104,0.9044098309199781
12.0,9.0,3.5,18.0,-21.812473006410155,-34.0454298529771,-9.682840044094188,3.892,6.178,7.684,0.9934120135180533,0.9996060355678231,0.8924238504560393
12.0,9.0,3.5,18.5,-19.97637860766899,-0.2913365691960628,-25.598312051232696,3.898,4.246,6.184,0.9899454615505555,0.06488215867047153,0.9972447006175016
12.0,9.0,4.0,16.0,-34.512746613981456,-16.478330248739947,-10.954760662960473,3.82,6.082000000000001,7.636,0.9996462264671152,0.9775008052391342,0.9197354207026196
12.0,9.0,4.0,16.5,-25.964001565628227,-17.755816287998925,-10.313713932080589,3.826,6.082000000000001,7.636,0.9974672061473804,0.9832344281495894,0.906968803453442
12.0,9.0,4.0,17.0,-23.52752442206675,-19.47512006070371,-9.607139930604836,3.826,6.088,7.624,0.9955613841690603,0.9887153525930971,0.8905322965674214
12.0,9.0,4.0,17.5,-19.859833232360504,-21.46953940131203,-9.055906594957454,3.832,6.0760000000000005,7.624,0.98967198935782,0.9928707136297632,0.8757176832068526
12.0,9.0,4.0,18.0,-18.32514470310501,-25.08562628174879,-8.596890963007565,3.832,6.058,7.624,0.9852943058349243,0.9968994597623897,0.861862718904169
12.0,9.0,4.0,18.5,-16.288762080279607,-29.42055064665612,-8.444375863641017,3.85,6.022,7.606,0.9764969734071044,0.9988572665628005,0.856925441763251
12.0,9.0,4.5,16.0,-22.605986504332385,-14.36626928976311,-9.6639483424014,3.778,5.962,7.6,0.9945121611536949,0.9634091017375388,0.8919548776168295
12.0,9.0,4.5,16.5,-19.83626086196391,-15.35337638097806,-8.92286033564822,3.79,5.98,7.612,0.9896157792040057,0.9708484023033395,0.8718513703520224
12.0,9.0,4.5,17.0,-17.553658773572028,-16.62107232522303,-8.472184970017807,3.802,5.98,7.612,0.9824355674929506,0.9782282786396097,0.8578386617804044
12.0,9.0,4.5,17.5,-15.782631827551445,-18.322938018939045,-8.020729906936822,3.808,5.98,7.612,0.9735919205910797,0.9852868318582861,0.8422653852860857
12.0,9.0,4.5,18.0,-14.269070967006828,-20.06134901046631,-7.473652777973708,3.814,5.998,7.618,0.9625809374271457,0.9901402682605008,0.8210899561307571
12.0,9.0,4.5,18.5,-13.280718182079871,-22.87893797660321,-7.10921139870657,3.826,5.998,7.624,0.9530183590200684,0.9948464534603803,0.8054286643621904
12.0,9.0,5.0,16.0,-18.14627960132446,-12.41470377483554,-8.085701925705566,3.73,5.812,7.54,0.9846760036499838,0.9426505017633104,0.8446075881527046
12.0,9.0,5.0,16.5,-16.195450546922377,-13.29414726380447,-7.56147809934693,3.742,5.824,7.546,0.9759865286622217,0.9531634094118667,0.8246716320965263
12.0,9.0,5.0,17.0,-14.702232175583507,-14.232067818630815,-7.111065888548977,3.754,5.836,7.552,0.9661329957357713,0.9622607540800946,0.8055117309338504
12.0,9.0,5.0,17.5,-13.41267271721829,-15.352730960226982,-6.715651808073408,3.76,5.836,7.552,0.9544243650068522,0.9708440696569395,0.7869729176774172
12.0,9.0,5.0,18.0,-12.313352617280485,-16.64475868876511,-6.333682050655804,3.766,5.848,7.558,0.9412963995828972,0.9783466980970319,0.767388171631711
12.0,9.0,5.0,18.5,-11.525141184698732,-18.06616179941658,-6.040927435076658,3.766,5.848,7.558,0.9296140654183653,0.9843906858920883,0.7511674119999219
12.0,9.0,5.5,16.0,-14.851929317995058,-11.206013039635913,-6.471645439597783,3.676,5.644,7.474,0.9672804691272958,0.9242471989483106,0.7746614704265756
12.0,9.0,5.5,16.5,-13.562944006566504,-11.92238841593974,-6.138433082031524,3.688,5.656000000000001,7.474,0.9559743679753558,0.9357665633609389,0.7566918302648975
12.0,9.0,5.5,17.0,-12.36256411812873,-12.74339999943916,-5.7778629879745855,3.7,5.668,7.48,0.9419578370406213,0.9468308153988186,0.7356290685322342
12.0,9.0,5.5,17.5,-11.521995047361438,-13.638961653636343,-5.392885894258056,3.706,5.68,7.486,0.9295630576217856,0.956738274769813,0.7111240341292392
12.0,9.0,5.5,18.0,-10.518409302889832,-14.689756072926931,-5.115442857892164,3.706,5.68,7.486,0.9112518988443153,0.9660355651384293,0.6920673678949787
12.0,9.0,5.5,18.5,-10.030070483203172,-15.40601474870004,-4.86392097664706,3.7,5.668,7.468,0.9006900069083461,0.9711995996322913,0.6737068907469532
12.0,9.0,6.0,16.0,-12.326786494935922,-10.482358175998526,-4.949716616989539,3.628,5.476,7.408,0.9414777047974174,0.9105121276675114,0.680089615127545
12.0,9.0,6.0,16.5,-11.297452544013264,-11.13347468283212,-4.657252211403552,3.64,5.488,7.414,0.9258254798261392,0.922971306508178,0.6578041180459844
